x,value
0,143.5
1,16.651041666666668
2,22.76128472222222
3,10.797743055555555
4,15.746527777777779
5,12.198784722222221
6,16.7265625
7,14.694444444444445
8,15.368055555555555
9,12.869791666666666
10,17.080729166666668
11,11.581597222222221
12,17.514756944444443
13,15.4453125
14,16.37152777777778
15,11.909722222222221
16,10.309027777777779
17,13.3984375
18,5.40625
19,11.596354166666666
20,16.91232638888889
21,15.801215277777779
22,14.206597222222221
23,13.598090277777779
24,16.149305555555557
25,18.03472222222222
26,6.430555555555555
27,34.50694444444444
28,14.309895833333334
29,14.338541666666666
30,26.927083333333332
31,14.948784722222221
32,16.138020833333332
33,9.930555555555555
34,31.811631944444443
35,18.50607638888889
36,11.397569444444445
37,25.1328125
38,14.684895833333334
39,11.407118055555555
40,8.407118055555555
41,15.362847222222221
42,14.43576388888889
43,11.283854166666666
44,16.62934027777778
45,15.097222222222221
46,7.865451388888889
47,12.625
48,11.002604166666666
49,14.458333333333334
50,17.05034722222222
51,16.890625
52,16.890625
53,13.28125
54,30.03732638888889
55,14.527777777777779
56,11.574652777777779
57,17.51128472222222
58,17.3125
59,16.63715277777778
60,33.247395833333336
61,17.000868055555557
62,10.483506944444445
63,10.255208333333334
64,15.005208333333334
65,9.30642361111111
66,10.7890625
67,25.618055555555557
68,11.791666666666666
69,7.276909722222222
70,13.34548611111111
71,3.1519097222222223
72,15.678819444444445
73,12.95486111111111
74,13.247395833333334
75,11.60329861111111
76,16.219618055555557
77,13.19704861111111
78,11.80295138888889
79,15.297743055555555
80,8.394965277777779
81,12.887152777777779
82,24.3671875
83,15.239583333333334
84,11.316840277777779
85,17.734375
86,16.35503472222222
87,12.0078125
88,13.141493055555555
89,18.31423611111111
90,11.323784722222221
91,15.296875
92,15.458333333333334
93,8.341145833333334
94,12.846354166666666
95,29.408854166666668
96,21.79513888888889
97,11.588541666666666
98,12.32986111111111
99,11.270833333333334
100,6.876736111111111
101,17.39409722222222
102,12.198784722222221
103,15.24392361111111
104,13.1953125
105,17.414930555555557
106,18.049479166666668
107,16.765625
108,17.7890625
109,15.3671875
110,17.09982638888889
111,16.078125
112,15.149305555555555
113,16.859375
114,21.75607638888889
115,7.971354166666667
116,11.606770833333334
117,17.208333333333332
118,10.105902777777779
119,14.119791666666666
120,13.233506944444445
121,14.913194444444445
122,12.807291666666666
123,12.410590277777779
124,5.755208333333333
125,35.4375
126,15.655381944444445
127,15.833333333333334
128,22.321180555555557
129,17.59201388888889
130,16.975694444444443
131,15.696180555555555
132,10.725694444444445
133,16.07986111111111
134,16.598958333333332
135,8.301215277777779
136,16.53472222222222
137,10.53732638888889
138,16.05121527777778
139,10.864583333333334
140,39.1953125
141,11.715277777777779
142,14.2578125
143,15.053819444444445
144,17.927083333333332
145,11.090277777777779
146,16.559895833333332
147,11.1640625
148,25.61545138888889
149,17.077256944444443
150,7.861111111111111
151,13.660590277777779
152,10.872395833333334
153,17.219618055555557
154,11.137152777777779
155,13.258680555555555
156,15.547743055555555
157,14.00954861111111
158,16.54861111111111
159,11.430555555555555
160,12.449652777777779
161,15.143229166666666
162,14.7734375
163,11.602430555555555
164,20.41840277777778
165,30.091145833333332
166,16.127604166666668
167,11.284722222222221
168,15.835069444444445
169,16.333333333333332
170,12.207465277777779
171,17.7265625
172,16.93315972222222
173,15.378472222222221
174,11.00173611111111
175,13.12673611111111
176,10.69357638888889
177,9.1171875
178,17.84375
179,15.674479166666666
180,11.043402777777779
181,18.510416666666668
182,15.703993055555555
183,10.385416666666666
184,8.967881944444445
185,14.947916666666666
186,6.816840277777778
187,16.23090277777778
188,15.175347222222221
189,10.734375
190,15.129340277777779
191,12.119791666666666
192,9.169270833333334
193,10.283854166666666
194,14.89236111111111
195,15.237847222222221
196,12.383680555555555
197,8.910590277777779
198,12.0859375
199,11.816840277777779
200,17.289930555555557
201,15.192708333333334
202,9.284722222222221
203,10.52517361111111
204,14.223090277777779
205,7.282986111111111
206,20.633680555555557
207,13.866319444444445
208,12.8671875
209,9.736979166666666
210,13.34201388888889
211,13.081597222222221
212,15.379340277777779
213,24.260416666666668
214,19.26736111111111
215,12.45486111111111
216,13.57204861111111
217,13.63107638888889
218,4.097222222222222
219,13.930555555555555
220,13.77951388888889
221,18.58940972222222
222,12.6328125
223,17.513020833333332
224,15.057291666666666
225,15.04079861111111
226,15.6640625
227,15.9453125
228,15.668402777777779
229,17.94878472222222
230,14.236979166666666
231,16.84201388888889
232,12.223090277777779
233,12.6328125
234,11.211805555555555
235,13.29861111111111
236,17.62934027777778
237,15.032118055555555
238,10.45486111111111
239,8.625
240,27.630208333333332
241,17.5546875
242,14.21267361111111
243,8.442708333333334
244,27.653645833333332
245,14.61111111111111
246,13.29079861111111
247,16.21440972222222
248,26.307291666666668
249,18.591145833333332
250,22.080729166666668
251,34.217013888888886
252,10.46267361111111
253,12.159722222222221
254,11.06857638888889
255,15.427083333333334
256,13.77951388888889
257,11.3359375
258,14.942708333333334
259,15.916666666666666
260,11.028645833333334
