x,Est_34,Est_42,Est_93,Est_96,Est_109,Est_169,Est_204
0,27.870967741935484,9.17741935483871,8.53225806451613,12.580645161290322,13.669354838709678,12.387096774193548,10.96774193548387
1,27.68548387096774,9.290322580645162,8.491935483870968,12.35483870967742,13.685483870967742,12.387096774193548,10.96774193548387
2,27.677419354838708,9.298387096774194,8.483870967741936,12.35483870967742,13.67741935483871,12.387096774193548,10.975806451612904
3,27.677419354838708,9.290322580645162,8.516129032258064,12.370967741935484,13.67741935483871,12.387096774193548,10.96774193548387
4,27.701612903225808,9.290322580645162,8.516129032258064,12.387096774193548,13.67741935483871,12.516129032258064,10.919354838709678
5,27.70967741935484,9.290322580645162,8.516129032258064,12.35483870967742,13.67741935483871,12.580645161290322,10.903225806451612
6,27.717741935483872,9.193548387096774,8.508064516129032,12.588709677419354,13.596774193548388,12.42741935483871,10.903225806451612
7,27.862903225806452,8.209677419354838,8.298387096774194,12.78225806451613,12.774193548387096,12.274193548387096,10.943548387096774
8,29.201612903225808,6.782258064516129,8.540322580645162,14.53225806451613,11.459677419354838,13.14516129032258,10.951612903225806
9,29.35483870967742,6.491935483870968,8.725806451612904,17.798387096774192,10.387096774193548,13.169354838709678,10.919354838709678
10,29.338709677419356,6.153225806451613,7.814516129032258,18.016129032258064,10.137096774193548,12.943548387096774,10.870967741935484
11,29.29032258064516,5.92741935483871,7.75,17.483870967741936,9.774193548387096,13.040322580645162,10.830645161290322
12,28.548387096774192,6.903225806451613,7.790322580645161,17.258064516129032,9.540322580645162,13.483870967741936,10.911290322580646
13,28.79032258064516,7.661290322580645,7.653225806451613,16.491935483870968,10.274193548387096,13.741935483870968,10.806451612903226
14,28.806451612903224,8.612903225806452,7.306451612903226,14.612903225806452,10.161290322580646,13.46774193548387,10.806451612903226
15,27.572580645161292,10.60483870967742,7.145161290322581,14.516129032258064,9.71774193548387,13.016129032258064,10.806451612903226
16,27.451612903225808,10.225806451612904,7.693548387096774,14.846774193548388,9.951612903225806,12.830645161290322,10.774193548387096
17,27.516129032258064,9.362903225806452,7.741935483870968,14.540322580645162,10.14516129032258,12.943548387096774,10.75
18,27.766129032258064,9.475806451612904,7.524193548387097,14.233870967741936,10.411290322580646,12.46774193548387,10.82258064516129
19,28.258064516129032,8.338709677419354,7.798387096774194,13.57258064516129,10.92741935483871,12.911290322580646,10.82258064516129
20,28.524193548387096,8.669354838709678,7.887096774193548,12.330645161290322,11.78225806451613,13.258064516129032,10.78225806451613
21,28.620967741935484,9.298387096774194,7.790322580645161,11.564516129032258,12.653225806451612,13.048387096774194,10.774193548387096
22,28.14516129032258,9.491935483870968,8.290322580645162,12.241935483870968,12.887096774193548,12.35483870967742,10.806451612903226
23,28.032258064516128,9.540322580645162,8.53225806451613,13.266129032258064,13.42741935483871,12.46774193548387,10.806451612903226
